Therapeutic Category,Brand Name,Generic Name,Min Age,Max Age,PA Required
BILE SALT SEQUESTRANTS,COLESTIPOL HCL 1 GM TABLET,COLESTIPOL HCL,0,999,No
PANCREATIC ENZYMES,"CREON DR 12,000 UNIT CAPSULE",LIPASE/PROTEASE/AMYLASE,0,999,Error
PANCREATIC ENZYMES,"CREON DR 24,000 UNIT CAPSULE",LIPASE/PROTEASE/AMYLASE,0,999,Error
PANCREATIC ENZYMES,"CREON DR 3,000 UNIT CAPSULE",LIPASE/PROTEASE/AMYLASE,0,999,Error
PANCREATIC ENZYMES,"CREON DR 36,000 UNIT CAPSULE",LIPASE/PROTEASE/AMYLASE,0,999,Error
PANCREATIC ENZYMES,"CREON DR 6,000 UNIT CAPSULE",LIPASE/PROTEASE/AMYLASE,0,999,Error
PANCREATIC ENZYMES,"PERTZYE DR 16,000 UNIT CAPSULE",LIPASE/PROTEASE/AMYLASE,0,999,Error
PANCREATIC ENZYMES,"PERTZYE DR 24,000 UNIT CAPSULE",LIPASE/PROTEASE/AMYLASE,0,999,Error
PANCREATIC ENZYMES,"PERTZYE DR 4,000 UNIT CAPSULE",LIPASE/PROTEASE/AMYLASE,0,999,Error
PANCREATIC ENZYMES,"PERTZYE DR 8,000 UNIT CAPSULE",LIPASE/PROTEASE/AMYLASE,0,999,Error
PANCREATIC ENZYMES,"VIOKACE 10,440-39,150 UNIT TAB",LIPASE/PROTEASE/AMYLASE,18,999,Error
PANCREATIC ENZYMES,"VIOKACE 20,880-78,300 UNITS TB",LIPASE/PROTEASE/AMYLASE,18,999,Error
PANCREATIC ENZYMES,"ZENPEP DR 10,000 UNIT CAPSULE",LIPASE/PROTEASE/AMYLASE,0,999,Error
PANCREATIC ENZYMES,"ZENPEP DR 15,000 UNIT CAPSULE",LIPASE/PROTEASE/AMYLASE,0,999,Error
PANCREATIC ENZYMES,"ZENPEP DR 20,000 UNIT CAPSULE",LIPASE/PROTEASE/AMYLASE,0,999,Error
PANCREATIC ENZYMES,"ZENPEP DR 25,000 UNIT CAPSULE",LIPASE/PROTEASE/AMYLASE,0,999,Error
PANCREATIC ENZYMES,"ZENPEP DR 3,000 UNIT CAPSULE",LIPASE/PROTEASE/AMYLASE,0,999,Error
PANCREATIC ENZYMES,"ZENPEP DR 40,000 UNIT CAPSULE",LIPASE/PROTEASE/AMYLASE,0,999,Error
PANCREATIC ENZYMES,"ZENPEP DR 5,000 UNIT CAPSULE",LIPASE/PROTEASE/AMYLASE,0,999,Error
PANCREATIC ENZYMES,"ZENPEP DR 60,000 UNIT CAPSULE",LIPASE/PROTEASE/AMYLASE,0,999,Error
AMMONIA INHIBITORS,BUPHENYL 500 MG TABLET,SODIUM PHENYLBUTYRATE,0,999,No
AMMONIA INHIBITORS,BUPHENYL POWDER,SODIUM PHENYLBUTYRATE,0,999,No
AMMONIA INHIBITORS,CARBAGLU 200 MG TAB FOR SUSP,CARGLUMIC ACID,0,999,Error
AMMONIA INHIBITORS,LACTULOSE 10 GM/15 ML SOLN CUP,LACTULOSE,0,999,No
AMMONIA INHIBITORS,LACTULOSE 10 GM/15 ML SOLUTION,LACTULOSE,0,999,No
AMMONIA INHIBITORS,LACTULOSE 20 GM/30 ML SOLN CUP,LACTULOSE,0,999,No
AMMONIA INHIBITORS,PHEBURANE PELLET,SODIUM PHENYLBUTYRATE,0,999,Error
ANDROGENIC AGENTS,JATENZO 158 MG CAPSULE,TESTOSTERONE UNDECANOATE,18,999,Error
ANDROGENIC AGENTS,JATENZO 198 MG CAPSULE,TESTOSTERONE UNDECANOATE,18,999,Error
ANDROGENIC AGENTS,JATENZO 237 MG CAPSULE,TESTOSTERONE UNDECANOATE,18,999,Error
ANDROGENIC AGENTS,TESTIM 1% (50MG) GEL,TESTOSTERONE,18,999,Error
ANDROGENIC AGENTS,"TESTOSTERON ENAN 1,000 MG/5 ML",TESTOSTERONE ENANTHATE,0,999,No
ANDROGENIC AGENTS,TESTOSTERONE 1.62% GEL PUMP,TESTOSTERONE,18,999,Error
ANDROGENIC AGENTS,TESTOSTERONE 50 MG/5 GRAM PKT,TESTOSTERONE,18,999,Error
ANDROGENIC AGENTS,"TESTOSTERONE CYP 1,000 MG/10ML",TESTOSTERONE CYPIONATE,0,999,No
ANDROGENIC AGENTS,"TESTOSTERONE CYP 2,000 MG/10ML",TESTOSTERONE CYPIONATE,0,999,No
ANDROGENIC AGENTS,TESTOSTERONE CYP 200 MG/ML,TESTOSTERONE CYPIONATE,0,999,No
ANDROGENIC AGENTS,TESTOSTERONE ENAN 200 MG/ML,TESTOSTERONE ENANTHATE,0,999,No
ESTROGENIC AGENTS,CLIMARA 0.025 MG/DAY PATCH,ESTRADIOL,0,999,No
ESTROGENIC AGENTS,CLIMARA 0.0375 MG/DAY PATCH,ESTRADIOL,0,999,No
ESTROGENIC AGENTS,CLIMARA 0.05 MG/DAY PATCH,ESTRADIOL,0,999,No
ESTROGENIC AGENTS,CLIMARA 0.06 MG/DAY PATCH,ESTRADIOL,0,999,No
ESTROGENIC AGENTS,CLIMARA 0.075 MG/DAY PATCH,ESTRADIOL,0,999,No
ESTROGENIC AGENTS,CLIMARA 0.1 MG/DAY PATCH,ESTRADIOL,0,999,No
ESTROGENIC AGENTS,CLIMARA PRO PATCH,ESTRADIOL/LEVONORGESTREL,0,999,No
ESTROGENIC AGENTS,COMBIPATCH 0.05-0.14 MG PTCH,ESTRADIOL/NORETHINDRONE ACET,0,999,No
ESTROGENIC AGENTS,COMBIPATCH 0.05-0.25 MG PTCH,ESTRADIOL/NORETHINDRONE ACET,0,999,No
ESTROGENIC AGENTS,DELESTROGEN 100 MG/5 ML VIAL,ESTRADIOL VALERATE,0,999,No
ESTROGENIC AGENTS,DELESTROGEN 200 MG/5 ML VIAL,ESTRADIOL VALERATE,0,999,No
ESTROGENIC AGENTS,DELESTROGEN 50 MG/5 ML VIAL,ESTRADIOL VALERATE,0,999,No
ESTROGENIC AGENTS,ELESTRIN 0.06% GEL,ESTRADIOL,18,999,No
ESTROGENIC AGENTS,ESTRADIOL 0.5 MG TABLET,ESTRADIOL,0,999,No
ESTROGENIC AGENTS,ESTRADIOL 1 MG TABLET,ESTRADIOL,0,999,No
ESTROGENIC AGENTS,ESTRADIOL 2 MG TABLET,ESTRADIOL,0,999,No
ESTROGENIC AGENTS,ESTRADIOL-NORETH 0.5-0.1 MG TB,ESTRADIOL/NORETHINDRONE ACET,18,999,No
ESTROGENIC AGENTS,ESTRADIOL-NORETH 1-0.5 MG TAB,ESTRADIOL/NORETHINDRONE ACET,18,999,No
ESTROGENIC AGENTS,MINIVELLE 0.025 MG PATCH,ESTRADIOL,0,999,No
ESTROGENIC AGENTS,MINIVELLE 0.0375 MG PATCH,ESTRADIOL,0,999,No
ESTROGENIC AGENTS,MINIVELLE 0.05 MG PATCH,ESTRADIOL,0,999,No
ESTROGENIC AGENTS,MINIVELLE 0.075 MG PATCH,ESTRADIOL,0,999,No
ESTROGENIC AGENTS,MINIVELLE 0.1 MG PATCH,ESTRADIOL,0,999,No
ESTROGENIC AGENTS,NORETHIND-ETH ESTRAD 0.5-2.5,NORETHINDRONE AC/ETH ESTRADIOL,0,999,No
ESTROGENIC AGENTS,NORETHIN-ETH ESTRAD 1 MG-5 MCG,NORETHINDRONE AC/ETH ESTRADIOL,0,999,No
ESTROGENIC AGENTS,PREMARIN 0.3 MG TABLET,"ESTROGENS, CONJUGATED",0,999,No
ESTROGENIC AGENTS,PREMARIN 0.45 MG TABLET,"ESTROGENS, CONJUGATED",0,999,No
ESTROGENIC AGENTS,PREMARIN 0.625 MG TABLET,"ESTROGENS, CONJUGATED",0,999,No
ESTROGENIC AGENTS,PREMARIN 0.9 MG TABLET,"ESTROGENS, CONJUGATED",0,999,No
ESTROGENIC AGENTS,PREMARIN 1.25 MG TABLET,"ESTROGENS, CONJUGATED",0,999,No
ESTROGENIC AGENTS,PREMPHASE 0.625-5 MG TABLET,"ESTROGEN,CON/M-PROGEST ACET",0,999,No
ESTROGENIC AGENTS,PREMPRO 0.3 MG-1.5 MG TABLET,"ESTROGEN,CON/M-PROGEST ACET",0,999,No
ESTROGENIC AGENTS,PREMPRO 0.45-1.5 MG TABLET,"ESTROGEN,CON/M-PROGEST ACET",0,999,No
ESTROGENIC AGENTS,PREMPRO 0.625-2.5 MG TABLET,"ESTROGEN,CON/M-PROGEST ACET",0,999,No
ESTROGENIC AGENTS,PREMPRO 0.625-5 MG TABLET,"ESTROGEN,CON/M-PROGEST ACET",0,999,No
ESTROGENIC AGENTS,VIVELLE-DOT 0.025 MG PATCH,ESTRADIOL,0,999,No
ESTROGENIC AGENTS,VIVELLE-DOT 0.0375 MG PATCH,ESTRADIOL,0,999,No
ESTROGENIC AGENTS,VIVELLE-DOT 0.05 MG PATCH,ESTRADIOL,0,999,No
ESTROGENIC AGENTS,VIVELLE-DOT 0.075 MG PATCH,ESTRADIOL,0,999,No
ESTROGENIC AGENTS,VIVELLE-DOT 0.1 MG PATCH,ESTRADIOL,0,999,No
ESTROGEN/ANDROGEN COMBINATIONS,ESTROGEN-METHYLTESTOS H.S. TAB,"ESTROGEN,ESTER/ME-TESTOSTERONE",0,999,No
PROGESTATIONAL AGENTS,MEDROXYPROGESTERONE 10 MG TAB,MEDROXYPROGESTERONE ACETATE,0,999,No
PROGESTATIONAL AGENTS,MEDROXYPROGESTERONE 2.5 MG TAB,MEDROXYPROGESTERONE ACETATE,0,999,No
PROGESTATIONAL AGENTS,MEDROXYPROGESTERONE 5 MG TAB,MEDROXYPROGESTERONE ACETATE,0,999,No
PROGESTATIONAL AGENTS,NORETHINDRONE 5 MG TABLET,NORETHINDRONE ACETATE,0,999,No
PROGESTATIONAL AGENTS,PROGESTERONE 100 MG CAPSULE,"PROGESTERONE, MICRONIZED",0,999,No
PROGESTATIONAL AGENTS,PROGESTERONE 200 MG CAPSULE,"PROGESTERONE, MICRONIZED",0,999,No
PROGESTATIONAL AGENTS,PROGESTERONE 500 MG/10 ML VIAL,PROGESTERONE,0,999,No
OXYTOCICS,METHYLERGONOVINE 0.2 MG TABLET,METHYLERGONOVINE MALEATE,0,999,No
"CONTRACEPTIVES,ORAL",AFIRMELLE-28 TABLET,LEVONORGESTREL/ETHIN.ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",ALTAVERA-28 TABLET,LEVONORGESTREL/ETHIN.ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",ALYACEN 1-35 28 TABLET,NORETHINDRONE-ETHIN. ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",ALYACEN 7-7-7-28 TABLET,NORETHINDRONE-ETHIN. ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",AMETHIA 0.15-0.03-0.01 MG TAB,L-NORGEST/E.ESTRADIOL-E.ESTRAD,12,999,No
"CONTRACEPTIVES,ORAL",AMETHYST 90-20 MCG TABLET,LEVONORGESTREL/ETHIN.ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",APRI 28 DAY TABLET,DESOGESTREL-ETHINYL ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",ARANELLE 28 TABLET,NORETHINDRONE-ETHIN. ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",ASHLYNA 0.15-0.03-0.01 MG TAB,L-NORGEST/E.ESTRADIOL-E.ESTRAD,12,999,No
"CONTRACEPTIVES,ORAL",AUBRA EQ-28 TABLET,LEVONORGESTREL/ETHIN.ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",AUBRA-28 TABLET,LEVONORGESTREL/ETHIN.ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",AUROVELA 1 MG-20 MCG TABLET,NORETHINDRONE AC/ETH ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",AUROVELA 21 1.5-30 TABLET,NORETHINDRONE AC/ETH ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",AUROVELA 24 FE 1 MG-20 MCG TAB,NORETHINDRONE-E.ESTRADIOL-IRON,12,999,No
"CONTRACEPTIVES,ORAL",AUROVELA FE 1.5 MG-30 MCG TAB,NORETHINDRONE-E.ESTRADIOL-IRON,12,999,No
"CONTRACEPTIVES,ORAL",AUROVELA FE 1-20 TABLET,NORETHINDRONE-E.ESTRADIOL-IRON,12,999,No
"CONTRACEPTIVES,ORAL",AVIANE-28 TABLET,LEVONORGESTREL/ETHIN.ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",AYUNA-28 TABLET,LEVONORGESTREL/ETHIN.ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",AZURETTE 28 DAY TABLET,DESOG-E.ESTRADIOL/E.ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",BALCOLTRA TABLET,LEVONORGEST/ETH.ESTRADIOL/IRON,12,999,No
"CONTRACEPTIVES,ORAL",BALZIVA 28 TABLET,NORETHINDRONE-ETHIN. ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",BEYAZ 28 TABLET,DROSPIR/ETH ESTRA/LEVOMEFOL CA,12,999,No
"CONTRACEPTIVES,ORAL",BLISOVI 24 FE TABLET,NORETHINDRONE-E.ESTRADIOL-IRON,12,999,No
"CONTRACEPTIVES,ORAL",BLISOVI FE 1.5-30 TABLET,NORETHINDRONE-E.ESTRADIOL-IRON,12,999,No
"CONTRACEPTIVES,ORAL",BLISOVI FE 1-20 TABLET,NORETHINDRONE-E.ESTRADIOL-IRON,12,999,No
"CONTRACEPTIVES,ORAL",BRIELLYN TABLET,NORETHINDRONE-ETHIN. ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",CAMILA 0.35 MG TABLET,NORETHINDRONE,12,999,No
"CONTRACEPTIVES,ORAL",CAMRESE 0.15-0.03-0.01 MG TAB,L-NORGEST/E.ESTRADIOL-E.ESTRAD,12,999,No
"CONTRACEPTIVES,ORAL",CAMRESE LO TABLET,L-NORGEST/E.ESTRADIOL-E.ESTRAD,12,999,No
"CONTRACEPTIVES,ORAL",CAZIANT 28 DAY TABLET,DESOGESTREL-ETHINYL ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",CHARLOTTE 24 FE CHEWABLE TAB,NORETHINDRONE-E.ESTRADIOL-IRON,12,999,No
"CONTRACEPTIVES,ORAL",CHATEAL EQ-28 TABLET,LEVONORGESTREL/ETHIN.ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",CRYSELLE-28 TABLET,NORGESTREL-ETHINYL ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",CYRED 28 DAY TABLET,DESOGESTREL-ETHINYL ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",CYRED EQ 28 DAY TABLET,DESOGESTREL-ETHINYL ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",DASETTA 1-35-28 TABLET,NORETHINDRONE-ETHIN. ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",DASETTA 7/7/7-28 TABLET,NORETHINDRONE-ETHIN. ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",DAYSEE 0.15-0.03-0.01 MG TAB,L-NORGEST/E.ESTRADIOL-E.ESTRAD,12,999,No
"CONTRACEPTIVES,ORAL",DEBLITANE 0.35 MG TABLET,NORETHINDRONE,12,999,No
"CONTRACEPTIVES,ORAL",DESOGESTR-ETH ESTRAD ETH ESTRA,DESOG-E.ESTRADIOL/E.ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",DOLISHALE 90-20 MCG TABLET,LEVONORGESTREL/ETHIN.ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",DROSP-EE-LEVOMEF 3-0.02-0.451,DROSPIR/ETH ESTRA/LEVOMEFOL CA,12,999,No
"CONTRACEPTIVES,ORAL",DROSP-EE-LEVOMEF 3-0.03-0.451,DROSPIR/ETH ESTRA/LEVOMEFOL CA,12,999,No
"CONTRACEPTIVES,ORAL",DROSPIRENONE-EE 3-0.02 MG TAB,ETHINYL ESTRADIOL/DROSPIRENONE,12,999,No
"CONTRACEPTIVES,ORAL",DROSPIRENONE-EE 3-0.03 MG TAB,ETHINYL ESTRADIOL/DROSPIRENONE,12,999,No
"CONTRACEPTIVES,ORAL",ECONTRA EZ 1.5 MG TABLET,LEVONORGESTREL,12,999,No
"CONTRACEPTIVES,ORAL",ECONTRA ONE-STEP 1.5 MG TABLET,LEVONORGESTREL,12,999,No
"CONTRACEPTIVES,ORAL",ELINEST-28 TABLET,NORGESTREL-ETHINYL ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",ELLA 30 MG TABLET,ULIPRISTAL ACETATE,12,999,No
"CONTRACEPTIVES,ORAL",EMZAHH 0.35 MG TABLET,NORETHINDRONE,12,999,No
"CONTRACEPTIVES,ORAL",ENPRESSE-28 TABLET,LEVONORGESTREL/ETHIN.ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",ENSKYCE 28 TABLET,DESOGESTREL-ETHINYL ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",ERRIN 0.35 MG TABLET,NORETHINDRONE,12,999,No
"CONTRACEPTIVES,ORAL",ESTARYLLA 0.25-0.035 MG TABLET,NORGESTIMATE-ETHINYL ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",ETHYNODIOL-ETH ESTRA 1MG-35MCG,ETHYNODIOL D-ETHINYL ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",ETHYNODIOL-ETH ESTRA 1MG-50MCG,ETHYNODIOL D-ETHINYL ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",FALMINA-28 TABLET,LEVONORGESTREL/ETHIN.ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",FEMLYV 1 MG-0.02 MG ODT,NORETHINDRONE AC/ETH ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",FINZALA 1-0.02(24)-75 CHEW TAB,NORETHINDRONE-E.ESTRADIOL-IRON,12,999,No
"CONTRACEPTIVES,ORAL",GEMMILY 1 MG-20 MCG CAPSULE,NORETHINDRONE-E.ESTRADIOL-IRON,12,999,No
"CONTRACEPTIVES,ORAL",HAILEY 21 1.5 MG-30 MCG TAB,NORETHINDRONE AC/ETH ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",HAILEY 24 FE 1 MG-20 MCG TAB,NORETHINDRONE-E.ESTRADIOL-IRON,12,999,No
"CONTRACEPTIVES,ORAL",HAILEY FE 1.5-30 TABLET,NORETHINDRONE-E.ESTRADIOL-IRON,12,999,No
"CONTRACEPTIVES,ORAL",HAILEY FE 1-20 TABLET,NORETHINDRONE-E.ESTRADIOL-IRON,12,999,No
"CONTRACEPTIVES,ORAL",HEATHER 0.35 MG TABLET,NORETHINDRONE,12,999,No
"CONTRACEPTIVES,ORAL",HER STYLE 1.5 MG TABLET,LEVONORGESTREL,12,999,No
"CONTRACEPTIVES,ORAL",ICLEVIA 0.15 MG-0.03 MG TABLET,LEVONORGESTREL/ETHIN.ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",INCASSIA 0.35 MG TABLET,NORETHINDRONE,12,999,No
"CONTRACEPTIVES,ORAL",ISIBLOOM 28 DAY TABLET,DESOGESTREL-ETHINYL ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",JAIMIESS 0.15-0.03-0.01 MG TAB,L-NORGEST/E.ESTRADIOL-E.ESTRAD,12,999,No
"CONTRACEPTIVES,ORAL",JASMIEL 3 MG-0.02 MG TABLET,ETHINYL ESTRADIOL/DROSPIRENONE,12,999,No
"CONTRACEPTIVES,ORAL",JENCYCLA 0.35 MG TABLET,NORETHINDRONE,12,999,No
"CONTRACEPTIVES,ORAL",JOLESSA 0.15 MG-0.03 MG TABLET,LEVONORGESTREL/ETHIN.ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",JOYEAUX-28 TABLET,LEVONORGEST/ETH.ESTRADIOL/IRON,12,999,No
"CONTRACEPTIVES,ORAL",JULEBER 28 DAY TABLET,DESOGESTREL-ETHINYL ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",JUNEL 1 MG-20 MCG TABLET,NORETHINDRONE AC/ETH ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",JUNEL 1.5 MG-30 MCG TABLET,NORETHINDRONE AC/ETH ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",JUNEL FE 1 MG-20 MCG TABLET,NORETHINDRONE-E.ESTRADIOL-IRON,12,999,No
"CONTRACEPTIVES,ORAL",JUNEL FE 1.5 MG-30 MCG TABLET,NORETHINDRONE-E.ESTRADIOL-IRON,12,999,No
"CONTRACEPTIVES,ORAL",JUNEL FE 24 TABLET,NORETHINDRONE-E.ESTRADIOL-IRON,12,999,No
"CONTRACEPTIVES,ORAL",KAITLIB FE 0.8-0.025MG CHEW TB,NORETH-ETHINYL ESTRADIOL/IRON,12,999,No
"CONTRACEPTIVES,ORAL",KALLIGA 28 DAY TABLET,DESOGESTREL-ETHINYL ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",KARIVA 28 DAY TABLET,DESOG-E.ESTRADIOL/E.ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",KELNOR 1-35 28 TABLET,ETHYNODIOL D-ETHINYL ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",KELNOR 1-50 TABLET,ETHYNODIOL D-ETHINYL ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",KURVELO-28 TABLET,LEVONORGESTREL/ETHIN.ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",LARIN 1.5 MG-30 MCG TABLET,NORETHINDRONE AC/ETH ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",LARIN 21 1-20 TABLET,NORETHINDRONE AC/ETH ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",LARIN 24 FE 1 MG-20 MCG TABLET,NORETHINDRONE-E.ESTRADIOL-IRON,12,999,No
"CONTRACEPTIVES,ORAL",LARIN FE 1.5-30 TABLET,NORETHINDRONE-E.ESTRADIOL-IRON,12,999,No
"CONTRACEPTIVES,ORAL",LARIN FE 1-20 TABLET,NORETHINDRONE-E.ESTRADIOL-IRON,12,999,No
"CONTRACEPTIVES,ORAL",LAYOLIS FE CHEWABLE TABLET,NORETH-ETHINYL ESTRADIOL/IRON,12,999,No
"CONTRACEPTIVES,ORAL",LEENA 28 TABLET,NORETHINDRONE-ETHIN. ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",LESSINA-28 TABLET,LEVONORGESTREL/ETHIN.ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",LEVONEST-28 TABLET,LEVONORGESTREL/ETHIN.ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",LEVONO-E ESTRAD 0.15-0.03-0.01,L-NORGEST/E.ESTRADIOL-E.ESTRAD,12,999,No
"CONTRACEPTIVES,ORAL",LEVONOR-E ESTRAD 0.1-0.02-0.01,L-NORGEST/E.ESTRADIOL-E.ESTRAD,12,999,No
"CONTRACEPTIVES,ORAL",LEVONOR-ETH ESTRA 0.09-0.02 MG,LEVONORGESTREL/ETHIN.ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",LEVONOR-ETH ESTRAD 0.1-0.02 MG,LEVONORGESTREL/ETHIN.ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",LEVONOR-ETH ESTRAD 0.15-0.03,LEVONORGESTREL/ETHIN.ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",LEVONOR-ETH ESTRAD TRIPHASIC,LEVONORGESTREL/ETHIN.ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",LEVONORG 0.15MG-EE 20-25-30MCG,L-NORGEST/E.ESTRADIOL-E.ESTRAD,12,999,No
"CONTRACEPTIVES,ORAL",LEVONORG-EE-FE BIS 0.1-0.02-36,LEVONORGEST/ETH.ESTRADIOL/IRON,12,999,No
"CONTRACEPTIVES,ORAL",LEVONORGESTREL 1.5 MG TABLET,LEVONORGESTREL,12,999,No
"CONTRACEPTIVES,ORAL",LEVORA-28 TABLET,LEVONORGESTREL/ETHIN.ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",LO LOESTRIN FE 1-10 TABLET,NORETHINDRONE-E.ESTRADIOL-IRON,12,999,No
"CONTRACEPTIVES,ORAL",LOESTRIN 21 1.5-30 TABLET,NORETHINDRONE AC/ETH ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",LOESTRIN 21 1-20 TABLET,NORETHINDRONE AC/ETH ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",LOESTRIN FE 1.5-30 TABLET,NORETHINDRONE-E.ESTRADIOL-IRON,12,999,No
"CONTRACEPTIVES,ORAL",LOESTRIN FE 1-20 TABLET,NORETHINDRONE-E.ESTRADIOL-IRON,12,999,No
"CONTRACEPTIVES,ORAL",LOJAIMIESS 0.1-0.02-0.01 TAB,L-NORGEST/E.ESTRADIOL-E.ESTRAD,12,999,No
"CONTRACEPTIVES,ORAL",LORYNA 3 MG-0.02 MG TABLET,ETHINYL ESTRADIOL/DROSPIRENONE,12,999,No
"CONTRACEPTIVES,ORAL",LOW-OGESTREL-28 TABLET,NORGESTREL-ETHINYL ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",LO-ZUMANDIMINE 3 MG-0.02 MG TB,ETHINYL ESTRADIOL/DROSPIRENONE,12,999,No
"CONTRACEPTIVES,ORAL",LUTERA-28 TABLET,LEVONORGESTREL/ETHIN.ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",LYLEQ 0.35 MG TABLET,NORETHINDRONE,12,999,No
"CONTRACEPTIVES,ORAL",LYZA 0.35 MG TABLET,NORETHINDRONE,12,999,No
"CONTRACEPTIVES,ORAL",MARLISSA-28 TABLET,LEVONORGESTREL/ETHIN.ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",MERZEE 1 MG-20 MCG CAPSULE,NORETHINDRONE-E.ESTRADIOL-IRON,12,999,No
"CONTRACEPTIVES,ORAL",MIBELAS 24 FE CHEWABLE TABLET,NORETHINDRONE-E.ESTRADIOL-IRON,12,999,No
"CONTRACEPTIVES,ORAL",MICROGESTIN 21 1.5-30 TAB,NORETHINDRONE AC/ETH ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",MICROGESTIN 21 1-20 TABLET,NORETHINDRONE AC/ETH ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",MICROGESTIN 24 FE 1 MG-20 MCG,NORETHINDRONE-E.ESTRADIOL-IRON,12,999,No
"CONTRACEPTIVES,ORAL",MICROGESTIN FE 1.5-30 TAB,NORETHINDRONE-E.ESTRADIOL-IRON,12,999,No
"CONTRACEPTIVES,ORAL",MICROGESTIN FE 1-20 TABLET,NORETHINDRONE-E.ESTRADIOL-IRON,12,999,No
"CONTRACEPTIVES,ORAL",MILI 0.25-0.035 MG TABLET,NORGESTIMATE-ETHINYL ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",MINZOYA-28 TABLET,LEVONORGEST/ETH.ESTRADIOL/IRON,12,999,No
"CONTRACEPTIVES,ORAL",MONO-LINYAH 28 TABLET,NORGESTIMATE-ETHINYL ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",MY CHOICE 1.5 MG TABLET,LEVONORGESTREL,12,999,No
"CONTRACEPTIVES,ORAL",NATAZIA 28 TABLET,ESTRADIOL VALERATE/DIENOGEST,12,999,No
"CONTRACEPTIVES,ORAL",NECON 0.5-35-28 TABLET,NORETHINDRONE-ETHIN. ESTRADIOL,12,999,No
"CONTRACEPTIVES,ORAL",NEW DAY 1.5 MG TABLET,LEVONORGESTREL,12,999,No
